;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV3318;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV3319;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV3320;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3321;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA
ASV3322;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group;NA
ASV3323;Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae UCG-011;NA
ASV3324;Bacteria;NA;NA;NA;NA;NA;NA
ASV3325;NA;NA;NA;NA;NA;NA;NA
ASV3326;Bacteria;NA;NA;NA;NA;NA;NA
ASV3327;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV3328;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;NA
ASV3329;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3330;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerofilum;NA
ASV3331;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV3332;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV3333;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3334;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Raoultibacter;massiliensis
ASV3335;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;NA
ASV3336;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;NA
ASV3337;Bacteria;NA;NA;NA;NA;NA;NA
ASV3338;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Murdochiella;NA
ASV3339;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Aquamonas;NA
ASV3340;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;NA
ASV3341;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV3342;Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;NA
ASV3343;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA
ASV3344;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3345;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Samsonia;NA
ASV3346;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV3347;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV3348;Bacteria;NA;NA;NA;NA;NA;NA
ASV3349;NA;NA;NA;NA;NA;NA;NA
ASV3350;Bacteria;NA;NA;NA;NA;NA;NA
ASV3351;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group;NA
ASV3352;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV3353;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV3354;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA
ASV3355;Bacteria;NA;NA;NA;NA;NA;NA
ASV3356;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Aquamonas;NA
ASV3357;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV3358;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV3359;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3360;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;NA
ASV3361;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA;NA
ASV3362;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV3363;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV3364;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003;NA
ASV3365;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3366;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;NA
ASV3367;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Anaerobacter;NA
ASV3368;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3369;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;NA
ASV3370;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3371;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV3372;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV3373;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;NA
ASV3374;Bacteria;NA;NA;NA;NA;NA;NA
ASV3375;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV3376;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV3377;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV3378;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3379;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV3380;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3381;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3382;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV3383;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV3384;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV3385;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3386;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3387;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Jonquetella;NA
ASV3388;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV3389;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Moryella;NA
ASV3390;Bacteria;NA;NA;NA;NA;NA;NA
ASV3391;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae FCS020 group;NA
ASV3392;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV3393;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Jonquetella;NA
ASV3394;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV3395;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3396;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3397;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3398;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV3399;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV3400;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3401;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV3402;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;NA
ASV3403;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV3404;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3405;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira;NA
ASV3406;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;NA
ASV3407;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3408;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV3409;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;NA
ASV3410;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3411;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;NA
ASV3412;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV3413;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;NA
ASV3414;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;NA;NA
ASV3415;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus;NA
ASV3416;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV3417;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV3418;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;NA;NA
ASV3419;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;NA
ASV3420;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3421;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV3422;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3423;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3424;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV3425;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV3426;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3427;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV3428;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV3429;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Murimonas;NA
ASV3430;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3431;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3432;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
ASV3433;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3434;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3435;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV3436;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV3437;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3438;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3439;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;NA
ASV3440;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;NA
ASV3441;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003;NA
ASV3442;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea;NA
ASV3443;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium] innocuum group;NA
ASV3444;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;NA
ASV3445;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Raoultibacter;NA
ASV3446;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3447;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV3448;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV3449;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV3450;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV3451;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA
ASV3452;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV3453;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;NA
ASV3454;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV3455;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV3456;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV3457;Bacteria;NA;NA;NA;NA;NA;NA
ASV3458;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group;NA
ASV3459;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3460;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;NA
ASV3461;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-011;NA;NA
ASV3462;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA
ASV3463;Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;NA
ASV3464;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV3465;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;NA
ASV3466;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV3467;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV3468;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group;NA
ASV3469;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3470;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Raoultibacter;NA
ASV3471;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;NA;NA
ASV3472;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3473;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Murdochiella;NA
ASV3474;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3475;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;NA
ASV3476;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3477;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV3478;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group;NA
ASV3479;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;NA
ASV3480;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV3481;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;NA
ASV3482;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575;NA
ASV3483;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3484;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae UCG-002;NA
ASV3485;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;NA
ASV3486;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;NA
ASV3487;Bacteria;NA;NA;NA;NA;NA;NA
ASV3488;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV3489;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV3490;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3491;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia;NA
ASV3492;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3493;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Murdochiella;NA
ASV3494;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3495;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira;NA
ASV3496;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;NA
ASV3497;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;NA
ASV3498;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV3499;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV3500;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV3501;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3502;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3503;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3504;Bacteria;NA;NA;NA;NA;NA;NA
ASV3505;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;NA;NA
ASV3506;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII UCG-001;NA
ASV3507;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV3508;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
ASV3509;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;NA
ASV3510;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3511;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;NA
ASV3512;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV3513;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV3514;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV3515;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV3516;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA
ASV3517;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;NA
ASV3518;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV3519;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV3520;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA
ASV3521;Bacteria;NA;NA;NA;NA;NA;NA
ASV3522;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV3523;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3524;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV3525;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3526;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV3527;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
ASV3528;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003;NA
ASV3529;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;NA
ASV3530;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV3531;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV3532;Bacteria;NA;NA;NA;NA;NA;NA
ASV3533;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3534;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;NA
ASV3535;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV3536;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA
ASV3537;Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;NA
ASV3538;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;NA
ASV3539;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;NA;NA
ASV3540;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;NA
ASV3541;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV3542;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV3543;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV3544;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3545;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;NA
ASV3546;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;NA
ASV3547;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV3548;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV3549;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea;NA
ASV3550;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3551;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3552;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV3553;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3554;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV3555;Bacteria;NA;NA;NA;NA;NA;NA
ASV3556;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus;NA
ASV3557;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3558;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Phocea;NA
ASV3559;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;NA
ASV3560;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;NA
ASV3561;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA
ASV3562;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV3563;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV3564;Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;NA
ASV3565;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA
ASV3566;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;NA
ASV3567;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV3568;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV3569;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;NA
ASV3570;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV3571;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV3572;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3573;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3574;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV3575;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA
ASV3576;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV3577;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;NA
ASV3578;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA
ASV3579;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV3580;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV3581;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV3582;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
